income,credit_score,debt,debt_to_income,age,loan_approved
9561,632,86157,9.011295889551302,41,0
4719,300,48821,10.3456240728968,66,0
13700,487,28365,2.0704379562043798,34,1
5741,355,13189,2.2973349590663648,46,0
11766,846,76749,6.522947475777665,53,1
5998,411,7248,1.2084028009336445,67,0
18077,609,4369,0.24168833324113514,29,1
2294,335,63763,27.795553618134264,48,0
12177,738,8050,0.6610823683994416,66,1
11882,624,28605,2.4074229927621613,26,1
3136,606,49616,15.821428571428571,36,0
4064,833,54479,13.405265748031496,63,1
9009,408,80934,8.983682983682984,63,0
14987,671,40883,2.727897511176353,34,0
6543,656,33055,5.0519639309185385,19,1
3007,480,68731,22.857000332557366,57,0
7445,655,90987,12.22122229684352,22,1
12706,367,7450,0.586337163544782,56,0
16749,591,2925,0.17463729177861365,71,0
13718,480,80051,5.835471643096661,65,0
11439,765,50272,4.394789754349157,33,1
15281,733,5310,0.3474903474903475,34,1
3435,763,31817,9.262590975254732,71,1
2571,833,92944,36.15091404122909,44,1
4382,365,44528,10.161570059333638,24,0
7084,320,55779,7.873941276115189,69,0
18661,683,84816,4.545094046406945,25,0
15507,338,82641,5.329270651963629,25,0
9059,584,84083,9.28170879788056,40,0
14771,635,76310,5.16620404847336,49,1
19649,487,15457,0.7866558094559519,60,1
9491,542,42311,4.458012854283005,64,0
16527,372,3980,0.24081805530344286,35,0
19424,778,20886,1.0752677100494235,55,1
16859,400,77112,4.573936769677917,71,0
10073,813,50877,5.050828948674675,29,1
11077,475,97427,8.795431976166832,32,0
13383,537,36181,2.7035044459388775,45,0
18378,358,33262,1.809881379910763,72,1
4353,398,947,0.21755111417413278,55,0
6799,794,22,0.003235769966171496,67,1
19070,813,1128,0.05915049816465653,73,1
13939,596,79522,5.70500035870579,48,1
4428,510,32322,7.299457994579946,69,0
13296,422,48929,3.6799789410348978,26,0
9813,528,81696,8.325282788138184,25,0
16414,687,9808,0.5975386864871451,63,0
13801,439,95148,6.89428302296935,36,0
13745,840,52882,3.8473626773372134,68,1
15025,690,21725,1.4459234608985025,25,0
5356,569,72534,13.542569081404032,51,0
16288,311,39950,2.4527259332023577,74,0
8540,688,88954,10.41615925058548,21,0
18422,636,83576,4.536749538595158,48,0
5342,805,20557,3.848184200673905,55,1
11078,405,21825,1.9701209604621772,20,0
4844,331,8998,1.8575557390586293,52,0
12396,373,36080,2.9106163278476926,36,0
19482,470,57797,2.966687198439585,60,1
15998,368,15802,0.9877484685585698,46,0
15261,661,11167,0.7317344865998296,27,0
5093,732,42407,8.326526605144316,29,1
13722,399,13338,0.9720157411456056,63,0
13645,308,76289,5.590985709050934,47,1
17083,328,71520,4.186618275478546,47,0
2988,413,18895,6.323627844712182,35,1
8446,761,47910,5.672507695950746,41,1
18335,442,65898,3.5941096263976,49,1
18133,689,3454,0.19048144267357855,26,1
3682,456,86540,23.503530689842478,64,0
7626,634,60797,7.972331497508524,41,1
9424,559,83137,8.821837860780985,43,0
14857,381,50637,3.408292387426802,20,0
14155,740,5349,0.3778876722006358,40,1
19317,471,39963,2.0687995030284205,28,1
13425,530,75583,5.630018621973929,27,1
3980,374,7750,1.9472361809045227,67,0
17522,569,94929,5.417703458509303,53,1
10984,361,22463,2.0450655498907504,30,1
19175,619,74935,3.9079530638852673,46,0
17883,401,58792,3.2875915674103897,55,0
7390,728,13686,1.8519621109607578,70,1
3607,554,63528,17.612420293873026,30,0
8573,831,99811,11.64248221159454,74,1
19368,411,22787,1.17652829409335,43,0
7776,612,14776,1.9002057613168724,37,0
5676,760,95063,16.748238195912613,22,1
5380,761,57427,10.674163568773235,37,1
10711,391,61086,5.70310895341238,31,0
10782,351,63308,5.871637915043591,62,0
19434,819,15797,0.8128537614490069,31,1
15997,397,5302,0.3314371444645871,25,0
8342,535,63172,7.572764325101894,65,0
19343,673,38059,1.967585172930776,30,1
8059,533,908,0.11266906564089837,41,0
10884,331,60252,5.535832414553473,32,1
7655,588,80659,10.536773350751144,68,0
14091,841,12877,0.9138457171244057,18,1
17251,413,14239,0.8254014260042896,39,0
2526,503,86971,34.430324623911325,51,1
5224,328,27313,5.228369065849924,67,1
17069,773,42103,2.4666354209385437,68,1
13536,552,48408,3.576241134751773,57,0
15547,685,83251,5.354795137325529,20,1
3763,361,88771,23.590486314111082,72,0
10712,814,91665,8.557225541448842,43,1
7797,729,10534,1.351032448377581,31,1
11208,836,43060,3.841898643825839,58,1
7109,440,17189,2.4179209452806303,25,0
18500,599,86067,4.65227027027027,66,0
4433,610,10967,2.4739454094292803,72,0
18967,770,81991,4.322823851953393,72,1
6167,692,65563,10.631263174963516,73,1
19773,744,8660,0.4379709705153492,33,1
10357,471,90875,8.774258955295934,59,1
8154,330,39823,4.8838606818739265,38,0
10920,346,55842,5.113736263736263,27,0
19162,429,9616,0.501826531677278,74,1
2213,651,75976,34.33167645729779,42,0
5762,357,48738,8.4585213467546,73,0
15399,405,13107,0.8511591661796221,55,0
11768,629,61404,5.217878993881713,39,0
12640,682,94182,7.451107594936709,66,1
8731,461,91787,10.512770587561562,65,1
7791,585,15954,2.0477474008471312,64,1
17822,370,16943,0.950678936146336,71,0
10783,753,40725,3.7767782620791985,63,1
15621,696,45434,2.908520581268805,21,1
18019,814,85751,4.758921138797936,21,1
4720,325,10110,2.141949152542373,47,0
10905,612,87091,7.986336542870243,19,0
11127,425,16462,1.479464365956682,46,0
18385,707,79232,4.30960021756867,60,1
8368,497,54081,6.462834608030593,53,0
16056,487,52799,3.2884280019930245,38,1
14236,783,66567,4.675962348974431,38,1
16451,749,89301,5.428302230867424,65,1
19301,822,51224,2.653955753587897,38,1
12433,653,56063,4.509209362181291,21,1
17525,399,55240,3.15206847360913,18,0
2089,577,81352,38.94303494494974,43,0
12361,790,17868,1.4455141169808268,73,1
18369,554,75973,4.135935543578856,68,0
5041,680,80989,16.066058321761556,19,0
2105,841,22222,10.556769596199524,26,1
11078,563,79794,7.202924715652645,72,0
8090,628,63924,7.901606922126081,74,1
8082,414,99854,12.355110121257114,62,0
19018,575,78513,4.128352087496056,35,0
3925,787,54649,13.923312101910827,65,1
8917,580,83749,9.392060109902433,65,1
2552,574,10223,4.0058777429467085,74,1
5911,627,48166,8.14853662662832,59,0
5389,510,39369,7.305437001298943,58,0
15629,325,86379,5.526841128671061,28,1
4430,326,69392,15.664108352144469,42,0
2458,382,59526,24.21724979658259,43,0
15395,712,12661,0.8224098733354985,53,1
2207,466,15591,7.064340734028092,59,0
2899,468,71718,24.738875474301484,52,0
13653,528,55235,4.045630996850509,55,0
18405,666,7970,0.4330345014941592,20,1
10601,827,47922,4.520516932364871,58,1
2894,837,30755,10.627159640635798,52,1
2514,823,19416,7.723150357995227,67,1
6109,371,13672,2.2380094941889017,57,1
15258,405,83468,5.470441735483026,39,1
17313,581,46996,2.7144920002310404,25,0
17349,432,74095,4.270851345898899,32,0
9179,833,64,0.006972437084649744,62,1
12326,568,68835,5.5845367515820215,24,0
13787,711,70385,5.105171538405744,36,1
3560,317,5639,1.583988764044944,57,1
15612,416,11055,0.708109146810146,59,0
19650,443,59220,3.0137404580152674,34,1
6780,721,87594,12.919469026548672,18,1
13894,668,29427,2.1179645890312364,62,0
4356,349,82516,18.943067033976124,46,0
6790,405,64666,9.523711340206185,30,1
18690,515,64274,3.438951310861423,73,0
12181,724,10866,0.8920449880962155,65,1
9057,371,3889,0.42939163078281994,46,1
18082,745,48226,2.6670722265236146,58,1
2661,485,31335,11.77564825253664,59,0
6644,369,50547,7.6079169175195664,23,1
17711,449,26162,1.4771610863305291,22,0
4920,545,89449,18.180691056910568,51,0
18002,837,24687,1.3713476280413288,28,1
16025,398,98756,6.162620904836193,26,0
10946,577,10995,1.0044765211035995,55,1
14732,754,56488,3.834374151506924,57,1
8236,403,2631,0.31945118989800875,58,0
18309,532,34954,1.9091157354306625,26,0
15518,693,5967,0.3845212011857198,25,1
2352,800,88294,37.539965986394556,61,1
9005,550,87278,9.692171016102165,57,1
16036,820,64471,4.020391618857571,20,1
18542,378,37116,2.001725811670801,30,0
2956,351,92116,31.16238159675237,36,0
4071,525,34227,8.407516580692704,51,1
10595,350,1942,0.18329400660689005,49,1
17140,485,47664,2.7808634772462075,66,0
14803,333,28069,1.8961696953320273,33,1
5453,430,87342,16.017238217494956,53,0
8675,742,14407,1.660749279538905,35,1
2955,731,59201,20.034179357021998,31,1
8295,796,80093,9.655575647980712,47,1
17921,702,54348,3.032643267674795,19,1
17282,622,81981,4.743721791459322,30,1
6703,509,17878,2.667163956437416,44,0
8563,628,83100,9.704542800420413,70,0
14003,671,78629,5.615153895593801,69,1
12817,759,55420,4.323944760864477,34,1
13171,432,91987,6.9840558803431785,48,0
14582,420,43168,2.9603620902482515,32,0
14201,751,54862,3.863249066967115,74,1
19778,428,89622,4.531398523612094,37,0
14473,390,82025,5.667449733987425,22,0
11461,328,28004,2.4434168048163336,24,0
17596,823,20471,1.163389406683337,35,1
2529,632,91820,36.30684064847766,73,1
14765,596,60167,4.07497460209956,28,0
15910,429,83828,5.268887492143306,49,1
13561,592,65308,4.815869036206769,67,1
11131,472,83969,7.543706764890845,44,1
2525,323,14568,5.769504950495049,43,0
18385,398,9466,0.514876257818874,54,0
2374,705,91057,38.355939342881214,62,1
14197,655,57324,4.037754455166585,45,1
6648,438,15467,2.3265643802647413,67,0
4365,802,97555,22.349369988545245,19,1
19909,473,75955,3.815108744788789,37,0
3646,328,52948,14.522216127262753,21,0
2013,795,16676,8.28415300546448,30,1
6599,650,94791,14.36444915896348,41,1
4278,598,31514,7.366526414212249,65,0
16296,491,22650,1.3899116347569955,55,0
5155,363,88290,17.1270611057226,57,0
10321,514,77701,7.528437166941188,65,0
5814,465,10683,1.8374613003095974,62,1
15125,842,98092,6.485421487603306,72,1
5216,531,59819,11.468366564417177,46,0
4113,840,80978,19.688305373206905,53,1
12238,494,4860,0.3971237130250041,19,1
15760,805,3729,0.23661167512690356,58,1
14588,633,31351,2.1490951466959145,35,1
5374,603,62744,11.675474506885001,66,1
8430,736,24346,2.8880189798339266,25,1
13970,622,74155,5.308160343593414,32,0
2629,801,76700,29.174591099277293,58,1
18653,692,6955,0.37286227416501366,34,1
12831,448,65642,5.115891200997584,40,0
7724,704,70290,9.100207146556189,19,1
13083,582,44293,3.3855384850569443,23,0
15149,661,61336,4.048848108786059,46,1
11472,678,21662,1.8882496513249651,44,1
8276,497,6408,0.7742870952150798,54,0
17635,655,40403,2.291068897079671,66,0
7895,839,1225,0.1551614946168461,51,1
15994,728,12196,0.7625359509816181,35,1
12552,316,69786,5.559751434034417,59,0
18959,678,15372,0.8108022575030328,27,0
8099,805,17279,2.133473268304729,55,1
11499,375,95729,8.324984781285329,61,1
5178,530,54240,10.475086906141367,34,0
8116,547,92404,11.385411532774766,30,1
17563,601,38187,2.1742868530433297,69,1
5568,514,48481,8.707076149425287,65,0
11847,457,28475,2.4035620832278215,59,0
16135,368,44552,2.7612023551286025,44,1
19774,692,67969,3.4372913927379387,70,1
3742,384,76534,20.452699091394976,19,0
2619,566,96669,36.9106529209622,51,1
19658,368,99605,5.066893885441042,48,0
19340,646,6858,0.3546018614270941,40,0
3939,722,74486,18.90987560294491,24,1
18001,473,74474,4.137214599188934,55,0
2968,414,25168,8.479784366576819,50,0
16846,519,32099,1.905437492579841,29,0
2281,330,71180,31.20561157387111,62,0
17360,822,61455,3.5400345622119818,29,1
8262,642,54240,6.564996368917938,36,1
3058,676,74796,24.459123610202745,26,0
12724,429,54592,4.290474693492612,27,0
7178,838,47458,6.611590972415715,34,1
8980,301,58046,6.4639198218262806,67,1
11200,400,16488,1.4721428571428572,57,1
3229,832,58841,18.222669557138435,56,1
10467,357,395,0.03773765166714436,58,1
4289,688,52669,12.280018652366518,27,0
3239,640,10845,3.3482556344550787,29,0
7370,319,36059,4.892672998643148,32,0
18170,554,18394,1.0123280132085857,48,0
2125,616,93993,44.232,32,0
14504,337,45906,3.1650579150579152,45,0
17398,836,59332,3.410277043338315,21,1
8638,685,37305,4.318708034267192,53,1
8570,325,42628,4.974095682613769,72,0
5249,753,21352,4.067822442369975,18,1
11110,622,86682,7.802160216021602,61,0
9595,812,82971,8.647316310578427,74,1
15605,312,51993,3.331816725408523,51,0
14115,670,39386,2.7903648600779314,64,1
8294,590,56624,6.827103930552206,34,1
7757,631,57065,7.356581152507412,56,0
14595,560,85504,5.858444672833162,55,1
3969,504,8539,2.1514235323759134,61,1
12985,686,1263,0.09726607624181748,68,0
19275,767,13305,0.690272373540856,50,1
6470,714,53817,8.31792890262751,38,1
12225,368,24398,1.9957464212678937,43,0
11556,771,97616,8.447213568708897,63,1
11206,403,75801,6.764322684276281,53,0
11991,460,49107,4.095321491118339,22,0
9519,499,32152,3.3776657211892007,50,0
15669,515,93260,5.951879507307423,18,0
6612,511,30624,4.631578947368421,70,0
14373,807,99655,6.933486398107563,23,1
19582,315,56132,2.866510060259422,54,0
17552,797,52979,3.0184024612579763,19,1
16646,631,58013,3.485101525892106,74,1
7238,555,94925,13.1148107211937,70,0
17577,471,63797,3.6295727370996187,22,0
17504,797,51798,2.959209323583181,43,1
5719,770,16650,2.911348137786326,58,1
2302,683,26014,11.300608166811468,68,1
14144,806,76421,5.403068438914027,70,1
19370,826,7434,0.38378936499741867,64,1
12055,624,30028,2.490916632102862,30,1
6440,513,66558,10.335093167701864,29,1
5072,507,24331,4.797121451104101,22,1
15598,468,67573,4.332157968970381,19,0
16287,629,74292,4.5614293608399334,21,0
15965,579,46326,2.901722518008143,44,0
11519,604,82979,7.203663512457679,67,1
15380,445,99728,6.484265279583875,70,0
13865,815,4123,0.2973674720519293,27,1
10125,389,16603,1.6398024691358024,30,0
5291,752,65941,12.462861462861463,61,1
6033,359,42597,7.060666335156639,19,0
7105,610,63238,8.90049261083744,43,1
19087,827,84238,4.413370356787342,32,1
10133,526,42719,4.215829468074608,63,0
18958,773,91786,4.841544466715899,74,1
7704,840,41751,5.419392523364486,27,1
9848,378,86978,8.832047116165718,39,0
14975,732,17693,1.1815025041736227,57,1
8924,452,89541,10.033729269385926,42,0
2488,700,37697,15.15152733118971,32,1
9114,578,94524,10.371296905859118,30,0
17740,356,97869,5.51685456595265,25,0
5173,485,29992,5.797796249758361,38,1
3667,697,63825,17.405235887646576,38,0
6114,457,9522,1.5574092247301277,39,0
5553,658,45406,8.176841347019629,63,0
9761,739,12121,1.241778506300584,50,1
3000,765,14219,4.7396666666666665,62,1
17638,745,1617,0.09167706089125752,44,1
19772,787,43016,2.175601861217884,57,1
7450,829,50672,6.801610738255033,67,1
5712,372,24276,4.25,39,0
3367,316,99887,29.666468666468667,47,1
10189,830,72240,7.089999018549416,26,1
11013,625,55735,5.060837192408971,62,1
18838,845,17959,0.9533389956470963,52,1
5726,501,28522,4.9811386657352426,35,0
6806,643,56087,8.240816926241552,59,1
4190,822,9953,2.375417661097852,22,1
11108,699,26567,2.391699675909255,44,1
14178,517,60523,4.268796727324023,74,0
4875,744,62708,12.863179487179487,23,1
7592,521,22560,2.9715489989462593,49,0
19824,682,58390,2.9454196933010492,25,1
14592,306,68149,4.670298793859649,73,0
10927,571,36660,3.354992221103688,56,1
16437,315,45104,2.7440530510433776,38,0
13530,723,57805,4.272357723577236,35,1
9010,823,24496,2.718756936736959,31,1
13207,320,83301,6.307337018247899,32,1
4989,527,91257,18.2916416115454,59,1
14040,587,3515,0.25035612535612534,43,0
11218,433,4454,0.39704047067213405,70,1
8471,582,22873,2.7001534647621295,61,0
4863,703,73920,15.200493522516965,49,1
12693,365,13727,1.08146222327267,56,0
3177,736,69070,21.740635819955934,45,1
6760,558,99059,14.653698224852072,56,0
2011,402,97425,48.44604674291397,60,0
18353,400,49979,2.7232060153653355,49,0
13556,497,25465,1.8785039834759516,30,0
13563,525,53900,3.9740470397404706,32,0
16051,762,59799,3.725562270263535,35,1
13022,536,96129,7.3820457686991245,56,1
10234,325,21330,2.0842290404533905,23,0
18173,420,8302,0.45683156330820446,72,0
15178,805,78443,5.168203979443932,28,1
8570,481,89966,10.497782963827305,49,0
2406,842,72717,30.223192019950126,57,1
11206,614,12875,1.1489380688916653,37,1
6431,572,27219,4.232467734411444,50,1
8542,531,36182,4.235776164832592,57,0
10906,719,80541,7.385017421602788,25,1
6146,741,42269,6.87748128864302,68,1
14046,795,79781,5.679980065499074,52,1
14611,323,6457,0.44192731503661625,22,0
15076,408,6749,0.4476651631732555,52,0
18524,801,33064,1.784927661412222,64,1
6882,324,9821,1.427056088346411,31,0
16113,486,98297,6.1004778750077575,38,0
15645,587,78655,5.027484819431129,64,1
8012,637,7664,0.9565651522715926,41,1
19347,336,29281,1.5134646198377009,34,0
9151,436,31821,3.4773248825264997,35,0
5610,807,24647,4.393404634581105,51,1
11884,526,69918,5.88337260181757,29,0
8894,619,81985,9.218012143017765,33,0
15467,481,82799,5.353268248529127,21,0
18489,385,90179,4.877440640380767,42,0
11873,766,74944,6.312136780931525,51,1
14289,352,89142,6.238505143816922,45,0
14208,534,27603,1.9427787162162162,63,1
12828,732,46458,3.6216089803554725,28,1
4137,795,70605,17.06671501087745,30,1
3286,399,19623,5.971698113207547,48,1
17710,702,44440,2.5093167701863353,42,1
13371,695,82427,6.1646099768154965,56,0
17945,826,7704,0.42931178601281694,27,1
9052,714,93826,10.365223155103845,41,1
5654,762,27460,4.856738592147153,18,1
17600,840,83045,4.718465909090909,70,1
10636,663,82805,7.785351635953366,42,0
8441,429,73511,8.708802274612014,45,0
11667,383,6565,0.5626982086226108,53,1
14149,570,88003,6.2197328433104815,35,0
3798,543,4870,1.2822538177988414,23,1
11600,687,18909,1.6300862068965518,19,1
7495,513,9117,1.2164109406270847,20,1
11900,465,67474,5.6700840336134455,63,0
15673,358,93926,5.992853952657437,25,1
13130,803,44322,3.3756283320639757,48,1
17222,422,20128,1.1687376611311113,65,1
3300,712,97317,29.49,36,1
11435,438,69001,6.034193266287713,67,0
6616,528,440,0.06650544135429262,23,1
18393,573,60955,3.314032512368836,31,0
12617,738,49613,3.9322342870729967,20,1
7752,417,70949,9.15234778121775,65,0
11852,782,11663,0.9840533243334458,18,1
8295,694,19547,2.3564798071127186,61,1
19456,759,81662,4.197265625,47,1
5225,377,5,0.0009569377990430622,63,0
3316,711,7038,2.1224366706875752,36,1
14337,374,6414,0.4473739275999163,71,0
8807,594,87659,9.953332576359713,36,0
5683,320,69506,12.230512053492873,26,0
9227,470,76586,8.300205917416278,24,1
5273,314,2606,0.49421581642328843,63,1
2145,510,16482,7.683916083916084,54,1
7010,385,98829,14.098288159771755,67,0
18035,448,71873,3.9851954532852787,58,0
5040,671,33948,6.735714285714286,70,1
11654,779,89987,7.721554830959327,24,1
18866,450,91801,4.865949326831337,26,0
19633,440,91250,4.647786889420873,21,1
19014,368,20875,1.0978752498159252,42,0
16996,559,13057,0.7682395857848906,66,1
18336,820,32400,1.7670157068062826,29,1
10853,670,71458,6.5841702754998614,23,1
13695,718,68607,5.009638554216868,35,1
4852,400,87561,18.046372629843365,57,0
18014,542,27503,1.5267569668035972,38,1
2987,811,23765,7.956143287579511,32,1
9622,394,46612,4.844315111203492,20,0
11160,525,98318,8.809856630824372,19,0
19484,817,84335,4.328423321699856,73,1
8652,513,93012,10.750346740638003,72,0
9421,366,81748,8.677210487209425,58,0
2769,695,9428,3.4048392921632358,57,0
19727,311,31419,1.5926902215238,21,0
16114,536,65195,4.045860742211741,49,0
6358,698,73695,11.590909090909092,19,0
13543,706,89846,6.63412833197962,63,1
7699,779,39142,5.08403688790752,46,1
19625,521,71540,3.6453503184713374,19,0
3125,455,38289,12.25248,51,0
12793,727,76948,6.014851872117564,44,1
8764,457,58951,6.726494751255134,71,0
14323,715,11755,0.8207079522446414,56,1
15031,625,84553,5.625241168252279,61,0
16052,670,3890,0.24233740343882382,55,1
14640,643,94376,6.446448087431694,35,1
9843,561,17175,1.7448948491313623,53,1
16210,582,74727,4.6099321406539175,36,1
18456,528,65687,3.5591135674035543,44,1
12106,579,84983,7.019907483892285,62,1
7189,589,88287,12.28084573654194,37,0
4472,346,94711,21.17866726296959,38,1
19091,513,24288,1.2722225132261276,40,0
8704,323,46629,5.3571920955882355,47,1
5713,620,47800,8.366882548573429,42,1
7051,573,37367,5.299531981279251,48,0
12756,612,77810,6.099874568830354,44,0
4475,662,77754,17.375195530726256,51,0
5610,679,89328,15.922994652406418,25,1
6255,769,68513,10.953317346123102,36,1
16484,415,82762,5.020747391409852,58,0
3735,341,29022,7.770281124497992,43,1
10258,678,69329,6.758529927861182,45,1
9979,505,59414,5.953903196713098,21,1
4428,765,1659,0.37466124661246614,48,1
14345,579,57941,4.039107703032416,33,0
9426,417,37930,4.023976235943136,68,0
10533,536,43473,4.12731415551125,27,0
7249,608,55598,7.669747551386398,55,1
11686,755,16040,1.3725825774430942,65,1
16109,774,69806,4.3333540256999195,27,1
2661,399,13286,4.992859827132657,62,0
14075,560,69139,4.9121847246891654,26,1
16788,604,55916,3.3307124136287825,56,1
12060,653,17600,1.4593698175787728,53,1
17836,585,2291,0.12844808252971518,68,0
12526,627,13123,1.0476608653999682,53,1
5374,402,3811,0.7091551916635653,36,0
2207,362,78883,35.742183960126866,36,0
4665,581,31276,6.704394426580921,29,1
2632,740,54145,20.5718085106383,30,1
5083,592,46619,9.171552232933307,42,0
15711,306,81049,5.158742282477245,53,1
12123,391,70678,5.830075063928071,42,0
9123,489,88782,9.731667214731996,45,1
12754,775,91043,7.138387956719461,59,1
3679,810,26714,7.261212285947268,70,1
17901,761,55685,3.1107200715043852,56,1
2236,352,12194,5.453488372093023,47,0
9446,785,73062,7.734702519585009,22,1
6443,789,64037,9.939003569765637,34,1
17463,663,19362,1.1087442020271432,35,1
10555,411,54499,5.163334912363808,60,0
18669,708,46281,2.479029407038406,64,1
2148,306,62813,29.242551210428307,38,1
15395,496,44852,2.913413445924001,39,0
6895,666,47836,6.937781000725163,56,0
19396,549,4595,0.23690451639513302,67,0
13023,539,95930,7.366198264608769,74,0
12699,679,15402,1.21285140562249,23,1
11715,770,65283,5.572599231754161,67,1
18163,754,92676,5.102461047183835,33,1
7782,665,88131,11.324980724749421,19,1
18724,589,42723,2.281723990600299,68,0
4817,702,51322,10.654349179987545,18,1
17096,357,46764,2.735376696303229,74,0
7299,820,24911,3.412933278531306,47,1
11917,603,91288,7.660317193924645,60,0
5267,414,19405,3.684260489842415,69,1
6406,509,58122,9.073056509522322,54,1
19826,340,89756,4.527186522747907,65,1
12382,472,99489,8.0349701179131,40,0
6437,533,3447,0.5354979027497281,18,0
7435,702,53143,7.147679892400807,36,1
6107,338,62906,10.300638611429507,63,0
2560,418,10662,4.16484375,20,0
14329,634,63001,4.396747854002373,19,0
3826,635,58282,15.233141662310507,73,0
13421,838,4899,0.36502496088219955,54,1
14265,373,28582,2.0036452856642133,34,1
9629,490,67471,7.007062000207706,45,0
10325,623,42213,4.088426150121065,35,1
9693,446,75871,7.827401217373362,50,0
10264,583,83205,8.106488698363211,32,1
14686,512,74081,5.0443279313632035,39,0
15716,693,83805,5.33246373122932,58,0
8721,638,37830,4.33780529755762,44,0
9373,321,7066,0.7538674917315694,72,0
7907,404,10712,1.3547489566207158,54,0
18127,765,81527,4.4975450984718925,49,1
7656,758,65365,8.537748171368861,62,1
10984,731,87185,7.937454479242534,36,1
10286,520,99851,9.70746645926502,45,0
7901,678,30806,3.8990001265662575,45,1
6917,521,12210,1.765216134162209,73,0
10429,557,36972,3.5451145843321505,27,0
16716,666,34136,2.0421153385977506,37,0
17795,648,44297,2.4892947457150885,42,0
13138,524,15945,1.2136550464302025,38,0
4530,535,95201,21.015673289183223,31,0
19432,482,42477,2.185930424042816,39,0
7772,743,79180,10.187853834276892,70,1
17476,305,70453,4.031414511329824,43,0
17751,535,85404,4.811221902991381,61,0
4964,426,77413,15.594883158742949,28,0
9137,403,13224,1.4473021779577542,72,0
19347,779,3052,0.15775055564170157,24,1
18920,454,27272,1.4414376321353066,34,1
15891,556,41150,2.589516078283305,35,0
9340,534,96204,10.300214132762312,24,0
9967,799,17316,1.7373331995585433,73,1
14415,588,53389,3.7037114117238987,37,0
13871,809,63332,4.565784730733184,55,1
13916,597,7240,0.5202644438056913,28,0
10734,436,97095,9.045556176634992,61,1
2845,675,68774,24.173637961335675,33,0
4494,386,43175,9.607254116599911,68,0
14677,718,565,0.038495605368944606,72,1
14330,498,87298,6.0919748778785765,44,0
7179,762,71094,9.903050564145424,68,1
8610,736,16375,1.9018583042973287,28,1
8430,609,25710,3.0498220640569396,33,0
9154,580,49895,5.4506226786104435,40,0
15828,622,76639,4.841988880464998,29,0
12145,451,15174,1.249403046521202,57,0
8488,601,87329,10.288524976437323,20,1
5850,577,27597,4.717435897435897,19,1
19073,307,74289,3.894982435904158,55,0
15564,534,38397,2.4670393215111797,65,1
7078,601,71854,10.151737779033626,69,1
14168,337,33069,2.3340626764539807,41,1
7448,435,85687,11.5046992481203,46,0
19563,720,40274,2.0586822062055923,64,1
11074,518,74237,6.703720426223587,63,1
8406,647,72498,8.624553890078515,51,1
10800,845,38197,3.5367592592592594,37,1
16083,378,48634,3.023938319965181,35,1
3638,572,30041,8.257559098405718,31,0
12340,460,7248,0.5873581847649919,35,0
3382,607,85365,25.240981667652278,19,1
3403,673,2203,0.6473699676755804,18,0
11011,308,51986,4.721278721278721,37,0
5292,743,25370,4.794028722600151,51,1
11011,412,35247,3.20107165561711,58,0
2419,504,75922,31.385696568830095,58,0
14411,704,434,0.030115883699951426,65,1
6517,496,62982,9.664262697560227,28,0
17422,414,65180,3.7412466995752496,44,1
11700,420,34474,2.9464957264957263,40,0
7693,364,24644,3.203431691147797,55,0
2767,575,38493,13.911456451029997,61,0
16818,538,83824,4.984183612795814,20,0
3549,601,3959,1.1155255001408848,29,0
11956,691,47289,3.9552525928404147,47,1
8140,821,11143,1.3689189189189188,48,1
12837,668,39593,3.084287606138506,40,1
5716,532,39115,6.843072078376487,18,0
6481,494,22540,3.4778583551921,58,0
8548,311,35481,4.150795507721105,37,0
6837,476,95505,13.968845985081176,71,0
9758,516,77097,7.900901824144292,23,1
12900,310,22578,1.7502325581395348,28,0
9993,745,12787,1.2795957170019012,52,1
7542,463,72048,9.552903739061257,21,0
16828,352,52879,3.142322319942952,46,1
18052,517,10596,0.5869709727454022,27,0
4385,659,97282,22.185176738882554,68,0
16308,684,60669,3.7201986754966887,46,0
2671,355,19930,7.461624859603145,55,0
2163,417,47950,22.168284789644012,18,0
10656,552,95737,8.984328078078079,57,0
13234,479,18687,1.4120447332628079,25,0
6795,714,52833,7.7752759381898455,74,1
12634,534,35989,2.8485831882222574,55,0
6798,379,30183,4.439982347749338,34,0
12749,321,20758,1.628206133814417,36,1
7827,776,1082,0.13823942762233296,50,1
6719,739,96368,14.342610507516,32,1
2593,392,45891,17.69803316621674,62,1
9394,491,45810,4.876516925697254,48,0
16056,402,46901,2.9210886895864476,38,1
12636,695,83512,6.609053497942387,20,0
2016,306,71062,35.24900793650794,19,0
5191,530,96622,18.61336929300713,52,0
2392,539,21563,9.014632107023411,58,1
8272,389,72008,8.705029013539653,33,1
18955,531,2775,0.14639936692165656,73,1
5631,756,15828,2.8108684070324985,62,1
8172,532,17974,2.1994615761135585,68,0
11312,653,22388,1.979137199434229,67,1
10906,632,80591,7.389602053915276,38,1
19159,738,18615,0.9716060337178349,29,1
18462,674,37886,2.052107030657567,45,0
10080,591,22838,2.2656746031746033,29,0
9099,644,40728,4.476096274315859,50,0
16916,727,78000,4.611019153464176,37,1
9083,429,52798,5.812837168336452,57,1
11223,440,72776,6.484540675398735,66,0
6940,714,70478,10.155331412103747,38,1
5456,392,19622,3.596407624633431,69,0
9788,583,13536,1.3829178586023703,71,0
4711,522,67136,14.25090214391849,56,1
13280,762,5700,0.4292168674698795,58,1
